"","Temperature","Humidity","Wind.Speed..km.h.","Visibility","Pressure","so2","no2","Rainfall","PM25","PM10"
"3148",2.666666667,0.77,19.5615,15.5526,1008.91,4.5,18.9,83.8,130,11.11
"3149",3.722222222,0.77,19.1268,14.7637,1008.52,5.1,16.4,80.7,108,11.193
"3150",6.066666667,0.66,23.0552,10.9802,1008,4.5,21.9,83,59.36,11.802
"3153",9.861111111,0.62,25.1482,11.1251,1007.94,4.4,22,86.1,53.62,9.633
"3155",8.911111111,0.67,22.8137,11.4471,1008.34,4.3,17.2,86.2,4,9.603
"3156",7.661111111,0.72,23.8924,11.27,1008.18,4.4,16,88.7,28.81,10.373
"3157",7.083333333,0.74,13.1859,11.27,1008.37,4.5,16.9,85.1,26,8.783
"3158",5.088888889,0.82,2.415,8.7101,1009.09,4.5,15.5,87.6,11.8,10.263
"3159",4.861111111,0.72,9.821,7.0357,1009.12,4.5,16.1,86,70.96,12.839
"3160",4.816666667,0.72,10.8836,6.0697,1009.52,4.6,17.1,86.2,229.64,12.219
"3161",3.761111111,0.76,12.2199,5.2164,1010.07,4.4,16.2,86.6,12.59,14.7
"3162",3.194444444,0.77,13.7655,4.4919,1010.63,4.2,15.5,86.9,24.84,12.507
"3163",3.177777778,0.77,12.1555,4.4919,1011.03,4.6,21.6,84.9,48.01,11.305
"3164",2.661111111,0.8,16.5669,4.9105,1011.97,4.4,19.4,86.7,61.45,12.57
"3165",2.572222222,0.8,20.1733,4.025,1012.58,4.4,18,84.8,44.4,9.133
"3167",2.611111111,0.77,19.4327,5.2486,1014.65,4.6,16.9,84.9,110.96,27.616
"3168",2.616666667,0.77,17.2592,4.4436,1015.27,4.3,16.5,85,33,17.94
"3169",2.711111111,0.83,6.7781,11.8979,1027.55,4.4,16.4,81.6,16,14.632
"3170",2.638888889,0.83,4.83,11.5276,1023.34,4.4,18.7,83.4,20.38,11.159
"3171",3.75,0.77,6.6171,11.8979,1027.75,4.4,15.3,83.3,59.81,6.391
"3174",8.75,0.67,8.1627,11.1251,1028.12,4.4,16.4,85.5,109,8.02
"3175",9.927777778,0.66,3.5259,11.1251,1028.22,4.4,16.4,82.9,13.52,8.381
"3176",12.15,0.6,1.6744,9.5795,1028.52,4.4,15.1,78.8,32.03,11.24
"3177",12.19444444,0.61,1.1914,8.05,1028.83,4.4,16.7,79.8,282.3,9.031
"3179",12.16666667,0.66,2.2218,9.9015,1028.96,4.3,16.6,81.4,22.94,5.031
"3180",10.03888889,0.71,4.5885,11.1251,1028.79,4.4,14.9,80.4,116,7.422
"3181",10.01666667,0.72,3.0429,9.9015,1028.68,4.4,15.8,80.8,18.65,13.275
"3182",8.911111111,0.73,2.9946,9.9015,1028.05,4.4,15.7,82.4,36,12.643
"3184",8.377777778,0.76,10.9641,9.9015,1026.69,4.3,16,88,25,16.057
"3185",8.261111111,0.77,10.6743,8.9355,1026.57,4.4,16.5,88.5,49.91,12.492
"3188",7.794444444,0.79,12.3004,8.9355,1025.79,4.4,16.8,83.3,46,12.655
"3190",6.855555556,0.81,14.168,15.6492,1024.9,4.4,15.4,79.3,26,23.519
"3191",6.805555556,0.82,10.7387,14.7959,1024.58,4.5,16.1,81.3,27.18,27.688
"3192",6.322222222,0.85,11.1412,15.6492,1023.62,4.3,16.3,82.5,43.78,29.071
"3194",7.155555556,0.81,1.0626,11.6081,1020.95,4.4,17,81.2,18.17,16.128
"3195",7.277777778,0.86,10.9158,11.8013,1021.99,4.4,15.4,81,44.67,25.106
"3198",12.28888889,0.71,7.9695,9.7566,1020.14,4.2,16.6,79,23.55,24.716
"3199",14.97222222,0.61,1.5295,9.7566,1020.23,4.3,15.9,79.8,17,22.658
"3200",15.87777778,0.51,6.9391,4.2021,1020.25,4.3,16.7,78.9,41,6.098
"3201",16.06111111,0.55,9.66,4.9105,1020.05,4.2,16.3,81.5,100,6.661
"3202",15.02222222,0.59,7.8568,4.9105,1020.55,4.3,15.8,80.1,15.24,11.08
"3203",14.02777778,0.61,5.474,4.7656,1020.59,4.3,14.7,81.1,114.99,18.58
"3204",12.28888889,0.61,9.7083,10.8997,1020.45,4.3,16.6,81,48.76,15.604
"3205",11.18333333,0.7,14.4417,9.7083,1020.54,4.3,15.6,78.4,148.85,16.462
"3206",12.01666667,0.67,15.8263,9.4829,1020.55,4.3,14.7,77.4,32,19.652
"3208",11.48333333,0.72,5.313,11.1251,1020.58,4.3,14.3,77.2,32.5,19.466
"3209",9.388888889,0.8,2.3345,10.5938,1020.52,4.8,13.8,77.9,108.09,25.054
"3210",8.861111111,0.8,7.7119,11.1251,1020.77,4.6,14.6,76.5,6,27.699
"3211",-6.361111111,0.82,8.1144,9.8049,1020.29,4.8,16.8,77,71.26,16.024
"3212",-7.9,0.89,5.2969,9.4829,1020.3,4.6,14.6,78,50,7.941
"3215",-8.577777778,0.92,6.2951,12.9283,1020.56,4.8,15.3,75.5,27.21,8.648
"3216",-9.144444444,0.92,3.5903,11.8013,1020.53,4.8,15.6,75.8,15,7.597
"3217",-9.166666667,0.92,3.8157,11.8013,1020.35,4.8,15.6,76.2,58.8,10.307
"3218",-10.11111111,0.92,24.2466,14.1036,1029.76,4.8,16.1,75.7,36,13.958
"3219",-8.122222222,0.84,6.9874,9.9015,1020.8,4.8,14.4,74.6,41,21.777
"3220",-5.272222222,0.76,14.0231,9.9015,1020.36,4.8,14.8,73,3.32,18.791
"3221",-3.905555556,0.75,3.4615,9.5473,1020.96,4.6,18.5,73.8,184.1,9.349
"3222",-2.222222222,0.66,12.6063,11.1251,1021.13,4.6,15.3,72.5,16,6.983
"3223",-2.105555556,0.6,9.7083,9.8049,1021.23,4.5,14.4,73.1,45.47,7.578
"3224",-1.111111111,0.54,8.1305,9.4024,1021.49,4.4,16.4,75,72,8.064
"3226",-2.2,0.66,15.4077,10.8997,1022.47,4.3,15.8,72,27.12,6.046
"3227",-2.172222222,0.65,10.7548,10.3684,1022.95,4.2,18,69.8,61.39,12.95
"3229",-2.777777778,0.72,20.0928,4.4436,1023.48,4.2,15.5,68.1,6,6.997
"3231",-2.85,0.79,26.1142,11.0768,1024.13,4.3,15,74,32,19.835
"3234",-4.522222222,0.93,33.2304,11.27,1026.95,4.4,17.8,71.6,33,3.228
"3236",2.494444444,0.92,33.488,11.0285,1027.78,4.5,15.9,68.4,28.8,9.827
"3237",2.638888889,0.96,25.7117,11.2056,1028.31,4.3,15.5,66.3,26,8.35
"3238",3.661111111,0.96,28.336,15.8263,1029.35,4.4,16.2,65.2,72.35,11.149
"3239",3.805555556,0.98,32.6025,14.9569,1030.15,4.4,17.5,64.6,26,10.696
"3240",3.677777778,1,28.5775,15.8263,1030.64,4.2,17,63.7,67,7.956
"3241",4.7,1,31.5721,15.8746,1031.31,4.3,17,67.3,18.89,8.51
"3242",4.9,0.97,9.3219,14.9569,1041.15,4.2,15.4,68,48.01,8.041
"3245",5.961111111,0.97,23.5704,15.0052,1033.33,4.2,22.1,63.2,25,5.183
"3246",6.916666667,1,23.8119,8.1949,1034.18,5.8,27.2,62.2,11.8,8.136
"3247",6.894444444,1,20.9783,11.27,1034.8,5.2,38.1,58.5,148.85,8.852
"3248",7.327777778,0.95,24.15,11.0768,1035.78,5.2,31.7,61.4,23,4.529
"3250",4.922222222,0.87,23.828,11.2056,1037.38,5.4,50.3,60.1,43.48,8.313
"3252",2.172222222,0.98,14.8442,11.27,1039.25,5.3,50.9,59.4,55,8.342
"3253",1.088888889,1,15.7136,11.27,1039.35,4.9,57,59.6,37,8.298
"3256",0.022222222,1,12.8317,11.27,1039.86,4.9,33.5,56.5,29.98,11.383
"3257",0.338888889,0.99,12.1716,11.0285,1040.27,5.1,32.5,58.5,23,17.944
"3258",0.533333333,1,12.6546,11.2056,1040.95,5.3,32.8,56.2,66,19.522
"3259",2.655555556,1,11.0607,11.2056,1041.37,5.3,30.7,57.6,64,19.246
"3260",3.383333333,0.99,8.7906,9.982,1041.68,5.4,30.9,59.8,33.96,17.175
"3261",4.183333333,1,4.6046,9.982,1042.26,5.3,36.5,60.4,108.09,15.625
"3263",4.438888889,0.95,6.4561,14.9569,1042.83,5.5,38.7,63.2,39.92,23.02
"3264",3.633333333,1,6.6171,15.8263,1042.89,5.2,32.1,62.9,17.64,25.766
"3265",4.65,1,11.0607,15.8263,1042.89,4.7,50.6,67.5,41,24.322
"3267",6.822222222,0.96,6.7781,15.8263,1043.46,4.9,35.9,64,85.98,15.581
"3269",10.13888889,0.87,5.4257,14.9569,1043.77,5.4,65.3,64.6,30,19.674
"3270",10.72777778,0.86,6.5044,15.8263,1043.75,4.7,26.4,64.7,4,5.542
"3271",12.44444444,0.86,4.7978,9.982,1043.86,5.2,63.7,66.7,26,9.36
"3272",12.46666667,0.76,7.5992,9.982,1044.11,5.1,31.3,61.8,35.4,6.332
"3274",12.60555556,0.76,7.889,9.982,1044.82,5.3,31,53.8,18.17,8.946
"3275",12.1,0.78,2.6404,9.6278,1045.07,5.1,35.4,55.2,30.92,8.722
"3276",12.05555556,0.76,2.8497,11.2056,1045.14,5.1,37.2,54.5,22.94,8.983
"3279",10.97222222,0.8,4.5563,11.2056,1043.72,5.4,32,52.8,27,17.189
"3280",12.03888889,0.23,3.2683,11.2056,1043.71,5.1,33.2,50.2,31.98,14.477
"3281",11.04444444,0.75,7.0196,9.982,1043.73,5.2,32.8,52.3,98.8,7.65
"3282",10.71666667,0.93,0.5957,9.982,1043.34,5.2,32.4,52.4,66.07,7.863
"3283",8.661111111,0.94,2.6726,9.982,1043.44,5.1,32,52.1,33.55,5.719
"3284",7.333333333,0.93,3.1073,9.982,1043.31,6,29.9,49.2,15.27,6.33
"3285",6.55,1,7.728,9.9015,1042.85,5.1,31.8,52.3,42.44,6.559
"3286",6.6,0.93,3.1878,9.9015,1042.65,5.2,32.3,49.4,17.37,4.033
"3287",6.016666667,0.97,1.8354,9.5473,1042.31,5.2,31,50.3,51.32,8.277
"3288",5.994444444,0.93,3.22,9.8532,1041.76,5.3,32.7,49.7,36,7.249
"3290",4.944444444,0.95,9.0965,9.4829,1030.28,5.1,35.1,49.2,32,5.49
"3296",9.894444444,0.72,2.9302,3.5742,1037.73,4.9,29.4,58,64.76,3.428
"3297",11.06111111,0.67,3.22,3.4615,1037.44,4.9,26.4,57.6,42,3.249
"3299",7.7,0.84,2.8014,3.8479,1036.49,5.1,33.3,60.4,27.21,10.342
"3300",6.127777778,0.85,5.1681,4.991,1035.62,5.1,32.3,58.2,17,6.689
"3301",6.016666667,0.91,1.7227,5.1359,1034.61,5,27.4,58.5,50.14,8.882
"3302",5.033333333,0.91,1.7227,8.4203,1033.37,5.5,35.6,60.3,109,6.995
"3303",5.161111111,0.82,3.6064,11.2056,1032.3,5.1,31.3,58.8,11.74,7.276
"3305",5.394444444,0.9,7.4543,11.0285,1030.96,5,27.9,58.7,70.96,9.998
"3306",3.311111111,0.91,5.0071,9.982,1030.31,5.1,29.3,55.7,49.65,6.219
"3307",2.183333333,0.87,3.6869,9.9015,1030,5.1,31.5,58,30,8.015
"3309",1.694444444,0.84,7.7441,9.9015,1029.39,5,32.6,60.1,154.34,6.702
"3310",0.727777778,0.94,6.1663,9.9015,1029.09,5.1,33.2,58.4,15,10.245
"3311",0.216666667,0.95,6.1663,9.5151,1028.81,5.2,30.6,53.9,100.56,5.375
"3312",0.005555556,0.92,3.3488,9.8049,1028.61,4.9,28.9,54.5,97.21,5.02
"3313",0.027777778,0.96,10.7387,9.8049,1028.13,12.4,33.3,52.8,100,6.032
"3314",1.066666667,0.97,3.3005,14.7154,1030.55,4.8,30.1,55,264.58,12.117
"3315",1.161111111,0.94,6.2629,9.8049,1027.71,4.9,29.4,54.4,31,15.76
"3316",2.761111111,0.91,10.5777,9.7566,1027.51,5,28.5,55.4,51.47,21.97
"3317",5.083333333,0.88,6.2307,9.7566,1027.26,5.3,30.8,54.9,77,25.668
"3318",7.622222222,0.72,9.1126,9.7083,1027.02,5.6,36,54.6,54,28.796
"3319",7.622222222,0.76,4.8461,9.7083,1027.02,4.5,24.5,51.6,13.58,30.1
"3324",3.916666667,0.82,14.4417,9.9015,1028.11,5.1,33.3,58.2,346.14,27.512
"3325",3.916666667,0.89,12.9122,9.982,1027.62,5.1,28,57.3,20.29,33.35
"3326",3.8,0.91,10.465,9.982,1027.54,5.2,30.9,59.5,60.1,44.027
"3327",3.938888889,0.91,15.9551,9.982,1027,5.1,29.7,64.9,62.48,36.853
"3328",4.422222222,0.89,12.7995,9.982,1027.22,5.1,27.7,64.2,43.48,7.522
"3329",3.783333333,0.92,10.948,9.9015,1027.48,4.8,38.5,62,51.4,8.839
"3330",2.738888889,0.91,11.0124,9.8049,1027.63,5.4,33.4,61.2,76,8.357
"3331",3.25,0.85,9.66,9.8049,1028.23,5.2,30.1,61.2,87.73,8.048
"3333",2.827777778,0.85,10.8675,9.7083,1029.14,5,31.1,62.7,66.64,8.331
"3336",2.094444444,0.8,3.5259,15.5526,1030.35,5,32.2,68.3,31.98,8.027
"3337",2.094444444,0.8,6.2146,15.5526,1030.67,4.9,27.8,67.9,133,7.438
"3338",1.894444444,0.81,6.2951,9.7566,1031.86,5.1,39,66.6,28,8.492
"3339",2.044444444,0.8,3.542,11.7047,1031.22,5.2,34.4,66.4,15.75,5.241
"3340",2.688888889,0.83,6.3917,11.6725,1031.04,5.2,30.4,69.5,25.14,6.491
"3341",5.7,0.73,5.9409,9.7083,1031.11,5.1,39.3,67.4,113.96,8.212
"3342",7.105555556,0.71,4.8461,9.6761,1031.51,5,31.1,68.4,204.25,7.968
"3344",7.888888889,0.6,1.4168,4.8783,1031.95,5.4,29.7,71.2,15.47,6.584
"3345",7.755555556,0.62,3.1073,3.5259,1032.52,5.3,39.5,74,12.84,4.303
"3346",7.733333333,0.62,5.0554,6.0214,1032.26,5.2,30.1,75.2,20,7.118
"3348",3.794444444,0.82,7.9212,9.7566,1032.34,5,27.7,69.9,36.02,7.282
"3350",3.727777778,0.84,12.3004,9.9015,1031.36,5.3,34,68,34,5.165
"3351",2.705555556,0.89,12.719,9.9015,1030.85,16.4,29.9,69.5,43.63,9.051
"3352",2.733333333,0.89,9.8532,9.9015,1030.74,7.8,17.2,70.6,32,7.553
"3353",2.15,0.86,5.4096,9.9015,1030.82,16.7,23.8,72.2,33.96,7.899
"3355",2.244444444,0.89,8.0822,9.8049,1031.15,13,31,73.6,11.93,6.024
"3357",2.683333333,0.89,3.4132,9.8049,1031.44,4.9,9.3,74.5,61.26,8.947
"3358",2.661111111,0.9,6.5205,11.8013,1031.47,16.7,18,74.3,16,7.636
"3360",2.2,1,6.4883,11.753,1032.05,4,9.2,76.7,346.14,5.437
"3361",2.222222222,1,3.1878,11.753,1032.16,3.6,15.4,77.9,33,8.064
"3363",2.222222222,1,3.4144,9.7083,1032.25,2.8,14.2,82.4,109.94,8.282
"3364",2.755555556,1,2.5438,9.7083,1032.15,6.8,22.5,82,59.51,6.436
"3367",3.838888889,0.92,7.9534,6.0214,1032.14,5.1,11.4,82.1,21,10.341
"3368",3.877777778,0.92,4.7817,3.3488,1032.68,4.4,7,83.8,18.89,6.763
"3369",3.838888889,0.91,0.3381,3.0107,1032.74,5.7,8.7,85.5,27.18,6.915
"3370",3.838888889,0.88,4.7656,4.3953,1032.91,4,10.7,84.7,64.76,9.753
"3371",3.777777778,0.88,7.4704,5.6833,1032.58,2.4,17.5,77.8,22.94,9.179
"3372",2.222222222,0.91,6.762,7.889,1032.47,2.3,15.1,81.3,140,6.704
"3373",2.661111111,0.82,5.1842,7.9051,1032.42,11.7,14.8,79.3,164.09,7.81
"3374",1.322222222,0.85,9.2575,7.728,1031.89,10.9,11,79.1,47.99,7.509
"3375",1.088888889,0.91,8.0983,9.8049,1031.33,2.4,28.5,78.9,36.27,6.461
"3376",1.038888889,0.89,9.7244,9.8049,1031.22,5.8,27.9,79.3,28,5.234
"3377",0.622222222,0.91,9.0643,9.2897,1031.09,7.9,27.8,81.5,33,7.146
"3378",-0.044444444,0.91,3.2522,10.9802,1030.92,4.9,22.7,80.6,43.2,10.073
"3379",-0.694444444,0.92,4.7978,9.7566,1031.03,3.9,24.6,82,6.65,10.436
"3380",-0.605555556,0.89,2.2218,9.4346,1031.12,2.8,29.9,82.8,45,9.441
"3381",-1.294444444,0.92,6.0858,9.7405,1031.06,4,18.9,84.2,67,6.702
"3382",-0.755555556,0.85,3.5098,9.7083,1031.24,8.8,22.3,88.2,114,7.317
"3383",-0.844444444,0.87,6.0697,9.4024,1031.24,3.4,24.4,86.4,7,9.154
"3384",-2.266666667,0.96,6.1105,9.7083,1031.33,17.9,27.5,85.7,42,8.157
"3385",-2.311111111,0.96,3.3166,9.7083,1031.53,8.3,29.1,87.8,22.36,12.27
"3387",-2.305555556,0.88,6.5205,7.8729,1031.03,4.3,28.7,85.1,33.77,13.634
"3389",0.955555556,0.79,4.5563,6.9391,1030.74,2.8,40.7,87.2,54.9,20.549
"3391",2.777777778,0.76,7.9695,6.0214,1030.47,2.8,26.9,90.2,2.19,11.106
"3392",2.822222222,0.8,7.5187,8.1466,1030.8,5,23.2,92.4,59,7.656
"3393",2.777777778,0.76,8.9033,7.8246,1031.34,7.6,24.6,86.5,50,9.909
"3394",2.244444444,0.78,5.2647,7.8729,1030.89,4.8,20.2,90.3,20,10.533
"3397",-0.005555556,0.91,9.5956,9.9015,1030.96,4,7.6,92.5,11.74,9.212
"3398",-0.022222222,0.83,10.5294,9.9015,1030.6,4.9,15.6,90.7,31.08,6.991
"3399",-0.05,0.82,12.4936,9.9015,1030.26,4.9,20.5,91.1,63,5.603
"3401",-0.527777778,0.84,10.7387,9.9015,1030.2,4.7,18.7,83.7,63.4,16.573
"3402",-0.65,0.78,11.2539,8.0017,1030.67,4.5,16.6,77.2,99.36,15.309
"3404",-1.638888889,0.84,9.4185,8.3076,1031.7,4.5,16.3,84.2,20,25.174
"3405",-1.694444444,0.81,11.0768,8.0017,1031.96,4.5,16.5,87.8,33,24.579
"3406",-2.2,0.81,6.6171,6.1663,1032.15,4.7,15.2,88.2,61.61,27.522
"3407",-2.227777778,0.77,10.3845,8.3076,1032.28,4.6,16.2,84.7,42.29,32.489
"3408",-2.761111111,0.68,6.4561,5.0876,1032.36,4.8,16.6,70.6,141.09,33.352
"3410",-2.894444444,0.67,5.0876,8.05,1023.21,4.7,16.8,79.1,30.92,7.872
"3411",-3.822222222,0.74,16.1055,4.4919,1016.57,4.8,16.8,79.7,70.96,9.135
"3412",-2.805555556,0.71,16.9533,4.4919,1017.17,4.7,17.3,84.1,34,7.024
"3414",-2.755555556,0.7,12.3487,4.9105,1017.88,4.9,16.4,83.1,22,7.668
"3416",-2.138888889,0.66,8.4364,8.1466,1018.79,4.8,13.9,90,174.19,8.39
"3417",-2.177777778,0.68,5.0393,10.8997,1019.47,4.7,16.4,93.6,123.26,11.893
"3418",-2.2,0.66,8.0983,10.948,1020.08,4.9,17.1,91.9,32,13.216
"3420",-2.755555556,0.67,5.0554,11.1251,1020.8,4.8,16.9,92.3,74,19.48
"3421",-2.755555556,0.67,9.0643,11.1251,1020.8,4.7,15.8,94.6,14,9.68
"3422",-2.9,0.66,7.2128,11.3183,1020.98,4.7,15.2,97.2,36,12.262
"3425",-3.355555556,0.71,8.8872,10.8031,1022.48,4.7,17.2,99.6,27.06,16.93
"3426",-3.355555556,0.76,9.4507,10.8997,1022.73,4.8,17.1,97.9,50,13.792
"3427",-3.377777778,0.79,3.0268,10.8997,1023.12,4.8,16.1,100,273.5,11.693
"3428",-3.455555556,0.73,1.7388,10.6743,1023.53,4.7,15.6,101.3,31.98,13.51
"3429",-3.4,0.71,2.6887,10.7709,1023.73,4.5,17.2,98.4,42.39,11.809
"3430",-3.355555556,0.7,4.7656,9.5795,1024.05,4.5,16.8,97.3,74.36,21.649
"3431",-3.361111111,0.75,3.2361,9.6278,1024.33,4.7,16.1,90.8,34,12.979
"3432",-3.888888889,0.73,6.3273,9.5795,1024.44,4.8,17.3,88.2,18.48,10.388
"3433",-3.933333333,0.73,10.9158,5.0393,1032.17,4.7,20,84.3,32,18.738
"3434",-3.911111111,0.72,4.5402,6.5366,1026.02,4.6,17.1,86.3,66.56,17.187
"3436",-2.866666667,0.7,10.3523,6.118,1031.88,4.7,16.6,85.9,14,8.881
"3437",-2.238888889,0.67,6.3595,6.4883,1032.05,4.7,18.1,89.5,28.8,10.794
"3438",-1.133333333,0.62,7.4543,6.118,1031.76,4.7,15,93,76,5.472
"3440",-0.05,0.6,9.7727,6.2951,1030.99,4.7,15.1,94.4,31.93,6.772
"3442",-0.044444444,0.57,7.5348,7.9695,1030.78,4.6,16.6,94.9,42,5.318
"3443",-1.094444444,0.66,4.4275,8.3398,1030.83,4.8,15.7,96.3,25,5.854
"3446",-3.794444444,0.75,1.9964,8.3398,1029.9,4.5,15,89.1,47.98,5.352
"3447",-5.038888889,0.81,4.1377,7.9695,1029.14,4.7,16.4,83.5,28.63,3.403
"3449",-3.761111111,0.78,7.0679,7.5992,1028.65,4.6,15,88.5,12.09,6.759
"3450",-3.694444444,0.79,1.4329,5.957,1028.33,4.7,15.1,91,33,4.358
"3451",-3.716666667,0.79,4.4919,5.957,1027.85,4.5,15.7,92.7,47.58,4.061
"3452",-3.827777778,0.8,3.3327,6.1105,1027.83,4.7,15.5,92.7,14.35,10.323
"3453",-3.788888889,0.82,5.0554,5.957,1027.41,4.8,16.2,92.6,68,8.437
"3454",-4.344444444,0.84,3.5581,5.957,1026.73,4.8,16.6,92.8,39,5.509
"3455",-5.011111111,0.83,5.3291,6.1824,1026.73,4.6,17,91.9,79.21,4.798
"3456",-7.516666667,0.96,6.6171,5.9248,1025.65,4.7,15.1,91.1,14.62,9.285
"3457",-7.516666667,0.96,3.6708,5.9248,1025.6,5,15.8,88.4,41.4,5.8
"3458",-7.461111111,0.95,5.0071,4.8461,1025.24,5,15.1,83.5,36,5.936
"3459",-5.461111111,0.92,6.6171,5.9248,1024.53,4.8,14.5,87.5,20,13.5
"3460",-4.116666667,0.85,3.703,5.9248,1024.32,5,15.8,88.4,30,9.657
"3461",-2.9,0.78,5.8926,6.1824,1024.15,5,14.3,85,22,11.848
"3463",-1.161111111,0.52,2.0608,5.9087,1022.85,4.9,17.1,87.8,28,12.366
"3464",-0.122222222,0.5,4.7495,4.6046,1022.72,5.1,14.7,82,93.19,9.496
"3465",-1.066666667,0.55,11.2056,3.4615,1022.68,5,15.7,87,140,6.48
"3466",-1.088888889,0.55,11.1573,3.059,1022.79,4.7,15.9,86.5,40,6.58
"3467",-2.072222222,0.66,11.5759,3.2844,1022.85,5,14.5,90.5,346.14,7.932
"3468",-2.244444444,0.69,10.8675,3.1073,1023.29,5,16.5,92.5,33,5.796
"3469",-2.266666667,0.67,17.1787,3.1073,1023.19,5,19.7,95.5,2,4.608
"3470",-2.394444444,0.7,15.134,3.2683,1023.32,5,16.1,96.2,74,4.684
"3473",-3.638888889,0.79,9.1287,4.4114,1023.5,4.8,31.9,91.1,41,7.015
"3476",-6.105555556,0.95,12.7351,5.5384,1024.06,4.6,16.2,89.9,21.44,4.656
"3477",-7.166666667,0.92,4.6046,6.0214,1024.54,4.4,15.3,91,54.9,3.873
"3480",-7.744444444,1,6.1502,6.0214,1024.87,4.4,15.1,90.7,27.53,7.7
"3483",-7.094444444,0.89,6.2951,5.8604,1024.64,4.8,16.4,93.3,136.7,22.779
"3484",-5.011111111,0.82,3.22,5.8604,1024.93,4.8,17.3,91.3,76.72,23.926
"3485",-2.955555556,0.71,3.3649,6.4883,1024.98,4.8,16.5,90.1,53.4,19.646
"3489",-2.266666667,0.61,3.381,3.8801,1025.22,4.6,15.6,93.1,114,19.208
"3490",-2.777777778,0.64,8.855,4.83,1025.28,4.3,17.8,92.4,123.26,7.386
"3491",-2.738888889,0.64,10.7226,8.1788,1025.82,4.4,15.7,94.2,68,5.705
"3492",-2.85,0.68,12.2038,11.1251,0,4.4,17,91.9,12,3.953
"3494",-2.888888889,0.69,15.2789,10.948,1024.63,4,34,91,28,6.743
"3497",-3.972222222,0.72,15.4238,7.1056,1024.32,4,36.7,88.1,95.63,6.818
"3498",-4.494444444,0.74,17.2431,11.1251,1024.68,4,24.7,86.9,116.16,6.605
"3502",-7.222222222,0.8,17.5651,9.8532,1023.99,4,21.7,81.7,31.08,3.779
"3503",-6.8,0.79,16.8245,9.8371,1023.65,4,16.3,82.4,109.94,5.817
"3505",-6.155555556,0.81,17.388,9.9015,1023.1,4,20.8,89.4,12.39,11.227
"3506",-6.316666667,0.88,2.6887,2.4794,1020.86,4,25.1,87.2,42.93,4.95
"3507",-6.222222222,0.88,20.5275,6.1105,1022.27,4,23.9,89.6,59,8.848
"3508",-5.044444444,0.81,11.3022,4.2021,1022.13,4,21.7,85.9,27.39,7.57
"3510",-2.222222222,0.69,12.7351,4.2021,1021.37,4,24.3,83,47,6.208
"3512",0.1,0.62,9.3219,2.8819,1021.5,4,25.7,84.4,20,5.243
"3515",-0.883333333,0.73,11.7691,3.6064,1021.78,4,24.2,87.9,20,6.037
"3517",-2.266666667,0.87,8.0822,4.669,1020.77,4,25.6,83.7,29.8,6.886
"3519",-3.883333333,0.91,9.5312,6.1105,1020.26,4,25.9,85.1,23,19.091
"3520",-3.394444444,0.85,9.66,6.1105,1020.27,4,26.9,86.3,34,21.796
"3522",-4.416666667,0.91,8.05,6.1105,1020.25,4,26.6,82.2,148.78,5.439
"3523",-3.883333333,0.87,7.9373,6.1105,0,4,29.7,79.9,109.94,3.222
"3524",-3.916666667,0.88,7.245,5.7477,1020.55,4,30.5,79.6,28.41,3.647
"3526",-3.95,0.88,3.3488,4.2021,1019.96,4,10.2,84.1,67.08,5.922
"3528",-4.9,0.91,5.6189,2.2057,1020.35,4,23.7,87.1,32,8.273
"3532",-1.244444444,0.82,2.4311,1.7549,1020.65,4,22.1,86.8,47.49,5.72
"3533",-0.038888889,0.8,2.576,2.0769,1020.63,4,21.9,87,412.22,7.273
"3535",1.133333333,0.84,2.5921,2.737,1021.03,4,21,88.5,77.72,15.32
"3536",1.127777778,0.76,3.0268,2.1574,1021.53,4,18.8,87.1,24.6,15.017
"3537",1.155555556,0.68,8.4203,2.5921,1021.83,4,8.6,87.6,25.2,18.486
"3543",-2.433333333,0.69,4.8622,7.8729,1024.21,4,23,88.5,148.78,8.744
"3544",-2.505555556,0.7,9.177,6.0214,1024.24,4,26,88.6,3,9.359
"3546",-5.761111111,0.84,7.7441,5.8604,1024.45,4,23.2,80.5,33,22.78
"3548",-6.611111111,0.88,8.9516,6.4722,1025.48,4,19.4,84.9,36,7.315
"3552",-9.066666667,0.92,3.6547,5.8926,1026.45,4,18.6,83.4,13.3,5.329
"3553",-9.138888889,0.92,6.3434,5.8926,1026.17,4,18.6,80,32.6,6.364
"3554",-9.777777778,0.92,5.0715,5.5706,1032.36,4,19.6,81.5,72.32,4.405
"3557",-3.933333333,0.79,3.0268,1.0143,1027.05,4,19.4,83.6,62.52,6.484
"3559",-1.161111111,0.63,3.6225,0.4508,1027.44,4,19.8,81.3,33,10.491
"3560",0.844444444,0.53,7.084,0.9177,1028.11,4,20.8,83.2,70.9,7.412
"3561",0.972222222,0.54,7.0357,0.3864,1028.56,4,20.4,84,17.55,5.637
"3563",-1.055555556,0.58,11.2217,4.4275,1029.68,4,21,84.2,17.53,11.459
"3564",-2.266666667,0.68,9.982,3.8962,1029.91,4,21.3,80.4,41.72,5.845
"3565",-2.894444444,0.71,10.3684,3.8962,1029.79,4,18.7,81.6,50.78,5.18
"3566",-4.005555556,0.77,10.2879,5.2325,1029.77,4,18.3,81.1,42,5.089
"3567",-5.227777778,0.84,12.3326,7.1323,1029.92,4,18.6,78.5,124.4,5.249
